"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2005","10.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2006","10.2",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2007","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2008","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2009","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2010","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2011","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2012","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","795","TKM","Turkmenistan","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2005","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2006","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2007","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2008","16.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2009","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2010","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2011","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2012","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2013","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2014","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2015","14.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2016","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","804","UKR","Ukraine","2017","15.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2005","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2006","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2007","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2008","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2009","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2010","30.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2011","28.8",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2012","30.1",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2014","33.0",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","826","GBR","United Kingdom","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2005","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2006","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2007","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2008","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2009","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2010","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2011","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2012","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","840","USA","United States","2017","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2005","8.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2006","8.3",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2007","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2008","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2009","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2010","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2011","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2012","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2013","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2014","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2015","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2016","..",
"304","Enrolment rate of children in child care, %","Enrolment rate of children in child care","Percent","860","UZB","Uzbekistan","2017","..",
